algorithm,playlist,hv
NOOP,1007144,0.2897593038045412
NOOP,1010798,0.0
NOOP,1007147,0.32750346175190276
NOOP,1010799,0.31041956214388866
NOOP,1007146,0.13052867114960587
NOOP,1008473,0.01678035908261982
NOOP,1008474,0.06745861419835954
NOOP,1008472,0.4217230752552456
NOOP,1010791,0.13284410770303476
NOOP,1039635,0.138857881208125
NOOP,1039638,0.1129722894762574
NOOP,1010795,0.13483111261696432
NOOP,1010796,0.4461799069538981
NOOP,1019125,0.22706758152094778
NOOP,1040614,0.1726557807722105
NOOP,1027657,0.2911326780134473
NOOP,1003690,0.40011806508213776
NOOP,1003691,0.08305943847090523
NOOP,1013019,0.2844186083037375
NOOP,1003692,0.3532337332966502
NOOP,1003693,0.1367171400718897
NOOP,1002362,0.2799363750213801
NOOP,1001031,0.0
NOOP,1002361,0.005856607033380526
NOOP,1001030,0.0
NOOP,1002360,0.05215826660893093
NOOP,1015673,0.23333666676961248
NOOP,1015678,0.23616900809253022
NOOP,1022771,0.11866123237807495
NOOP,1013010,0.12785582638638665
NOOP,1002366,0.0
NOOP,1001035,0.07749950011046226
NOOP,1003698,0.2272875616045476
NOOP,1001034,0.06574205606898803
NOOP,1003699,0.0
NOOP,1001033,0.0
NOOP,1002363,0.09538706864792863
NOOP,1001032,0.0
NOOP,1001039,0.31218651001824316
NOOP,1003694,0.21640954838346443
NOOP,1020117,0.26270358287917395
NOOP,1002369,0.004654039326935207
NOOP,1001038,0.24594320555695812
NOOP,1003695,0.25045400146316765
NOOP,1001037,0.12788560847618263
NOOP,1003696,0.12805982325679222
NOOP,1001036,0.16580256562960413
NOOP,1003697,0.05211726998990706
NOOP,1032100,0.19427072584257896
NOOP,1003680,0.1553700517352302
NOOP,1003681,0.23861072389016694
NOOP,1013009,0.0067150752786144415
NOOP,1001020,0.4192041653913889
NOOP,1013002,0.1795677421109496
NOOP,1013000,0.11497286088433226
NOOP,1016999,0.20100563075375869
NOOP,1013007,0.23556345318984995
NOOP,1013005,0.14941086311748558
NOOP,1001029,0.1642846307812346
NOOP,1015660,0.23662636429296222
NOOP,1002355,0.3762589018135227
NOOP,1001024,0.17139328332486076
NOOP,1001023,0.2040333934316584
NOOP,1003688,0.2446508723692151
NOOP,1002353,0.0
NOOP,1001022,0.06153999154477598
NOOP,1003689,0.10241244978939265
NOOP,1045409,0.05426828446673652
NOOP,1001021,0.18247906524950466
NOOP,1002359,0.16663276371512772
NOOP,1001028,0.0
NOOP,1002358,0.001108486996364174
NOOP,1001027,0.13645579264663554
NOOP,1002357,0.1440050144618229
NOOP,1001026,0.0
NOOP,1003685,0.1782610139428548
NOOP,1002356,0.19717036105863706
NOOP,1003686,0.2343661009716192
NOOP,1014328,0.16882867236496027
NOOP,1002340,2.2985385256838058E-4
NOOP,1014322,0.11299283505395857
NOOP,1016985,0.33017340043009136
NOOP,1015654,0.21296567269218314
NOOP,1014321,0.16551894175783383
NOOP,1032115,0.398471255210513
NOOP,1015655,0.30472991566029506
NOOP,1032117,0.17666055814684373
NOOP,1021465,0.5934864172934036
NOOP,1021463,0.18293715500704946
NOOP,1002349,0.1785588259714768
NOOP,1001018,0.0
NOOP,1015650,0.2190096562531056
NOOP,1001013,0.0
NOOP,1003676,0.16415748581661177
NOOP,1002343,0.2197035344012449
NOOP,1001011,0.0
NOOP,1003678,0.17375376003961987
NOOP,1002341,0.0
NOOP,1001010,0.13491832730364872
NOOP,1002348,0.04083661650291585
NOOP,1002347,0.12288777055571667
NOOP,1003673,0.15145708755535361
NOOP,1001015,0.0
NOOP,1003674,0.036766030034631525
NOOP,1022798,0.3232819681324489
NOOP,1001014,0.0066987362564200565
NOOP,1003675,0.13130067042342747
NOOP,1014319,0.31861832777756094
NOOP,1034787,0.19128658144814897
NOOP,1004991,0.14090775318617088
NOOP,1014310,0.13013447053147
NOOP,1001009,0.0
NOOP,1045424,0.20298897606195476
NOOP,1021475,0.6910586551686398
NOOP,1001008,0.016184046737612652
NOOP,1001007,0.0
NOOP,1003669,0.10963220446672156
NOOP,1001002,0.0
NOOP,1045429,0.4194238993484887
NOOP,1002332,0.17808881067486973
NOOP,1001000,0.0
NOOP,1003667,0.492657967686523
NOOP,1045426,0.22427676688190534
NOOP,1002337,0.1740192758963139
NOOP,1004992,0.40554456882637124
NOOP,1003661,0.08537969055029483
NOOP,1001005,0.0
NOOP,1004993,0.1466009760610142
NOOP,1003662,0.05737850629572368
NOOP,1001004,0.03635179613830064
NOOP,1004994,0.0144502867365419
NOOP,1001003,0.004223325082344481
NOOP,1004995,0.3342206864207379
NOOP,1034798,0.17616181955902727
NOOP,1014307,0.14352710431020518
NOOP,1021480,0.23674941094826454
NOOP,1014300,0.1710130538070507
NOOP,1015631,0.2598299158347131
NOOP,1016960,0.23608846643324036
NOOP,1014304,0.11561352947392585
NOOP,1014305,0.19396335874851564
NOOP,1014302,0.3568240657087084
NOOP,1014303,0.11977502858117464
NOOP,1002329,0.14376201402484123
NOOP,1002328,0.006893658001934254
NOOP,1002327,0.19270640695297372
NOOP,1004989,0.062083050373591686
NOOP,1003658,0.1097075064602927
NOOP,1045450,0.23878718641853403
NOOP,1003659,0.2680998667247122
NOOP,1002322,0.1961970584294398
NOOP,1004985,0.14229118201925015
NOOP,1002321,0.005857127500358141
NOOP,1004986,0.028183202799785815
NOOP,1003655,0.03912801759822753
NOOP,1003656,0.17370215181359636
NOOP,1002320,0.0
NOOP,1004988,0.24391251889281915
NOOP,1003657,0.0
NOOP,1002326,0.2073047698385531
NOOP,1004981,0.03005497246062531
NOOP,1004982,0.15719899666173115
NOOP,1003651,0.098759197697456
NOOP,1004983,0.0774833667669497
NOOP,1003652,0.12410532529391796
NOOP,1002323,0.0487164305817822
NOOP,1004984,0.18343286461031766
NOOP,1003653,0.025344211941871118
NOOP,1032146,0.20215782489527065
NOOP,1015620,0.21047088363017213
NOOP,1002319,0.20699584614845548
NOOP,1002318,0.2733980692397665
NOOP,1002316,0.15367125460967318
NOOP,1045440,0.11491235205317894
NOOP,1003647,0.14471737406350987
NOOP,1003648,0.036968606969817304
NOOP,1004979,0.13964197426309763
NOOP,1021493,0.2867422785502965
NOOP,1003649,0.044293107647662186
NOOP,1020162,0.23648800499702274
NOOP,1021492,0.29154293976699225
NOOP,1003643,0.17415738216883758
NOOP,1004974,0.03750447478932142
NOOP,1002311,0.043641225693886614
NOOP,1003644,0.4738906030738868
NOOP,1004975,0.2785674901162244
NOOP,1004976,0.18135838950895114
NOOP,1003646,0.14181331232815508
NOOP,1004977,0.04574972644968062
NOOP,1002315,0.005857207585699532
NOOP,1002314,0.0
NOOP,1003641,0.16631313664329692
NOOP,1002313,0.01886449115482961
NOOP,1003642,0.11034340361575126
NOOP,1004973,0.054241381438921835
NOOP,1032155,0.12057336303106882
NOOP,1033482,0.11758259047211185
NOOP,1016941,0.2694465582078506
NOOP,1015610,0.2474367037967192
NOOP,1016942,0.34343253692422376
NOOP,1002307,0.0
NOOP,1002306,0.0
NOOP,1002305,0.0
NOOP,1003636,0.025669770604876893
NOOP,1004967,0.05339874633161126
NOOP,1020175,0.2252403019000443
NOOP,1003638,0.22675482455927704
NOOP,1004969,0.22613132762341667
NOOP,1003639,0.0934859499089525
NOOP,1002309,0.13715951883045543
NOOP,1003632,0.15774364807710956
NOOP,1004963,0.1960257899720434
NOOP,1004964,0.1563727956713684
NOOP,1004965,0.06304317636516972
NOOP,1003635,0.2466160233092802
NOOP,1004966,0.22746185843470226
NOOP,1002304,0.0
NOOP,1004960,0.14557337247464952
NOOP,1003630,0.19026989818835138
NOOP,1004961,0.10694228068875444
NOOP,1002302,2.9973464673126226E-5
NOOP,1003631,0.3075447401075916
NOOP,1002301,5.057263040876587E-4
NOOP,1015606,0.2401079618189671
NOOP,1015601,0.24879333180115545
NOOP,1004956,0.20089259124327005
NOOP,1003626,0.136118071211818
NOOP,1004958,0.05644220076918558
NOOP,1046794,0.27156743433657154
NOOP,1003628,0.031077682122933617
NOOP,1004959,0.22685013186712127
NOOP,1003621,0.24927178203936862
NOOP,1004952,0.19713936206481156
NOOP,1003622,0.44903931559104515
NOOP,1004954,0.21875632357408514
NOOP,1004955,0.16724855196536545
NOOP,1004950,0.03427730542301095
NOOP,1003620,0.1967681773451755
NOOP,1004951,0.15182066356405413
NOOP,1010700,0.18238219758674196
NOOP,1010702,0.175054844180763
NOOP,1026298,0.33989879878660806
NOOP,1010704,0.10825572898111742
NOOP,1026297,0.25281169052794417
NOOP,1038274,0.12860331860845708
NOOP,1009719,0.1469267893268754
NOOP,1009717,0.15935702348647615
NOOP,1009713,0.11362186261601645
NOOP,1009714,0.16044490600106048
NOOP,1009711,0.175809098085495
NOOP,1009712,0.1636573168251214
NOOP,1014291,0.30579125446201555
NOOP,1014294,0.21933518148018266
NOOP,1009709,0.1937365461367887
NOOP,1009707,0.08975419446628305
NOOP,1009705,0.18842315004496304
NOOP,1009703,0.1328412725719173
NOOP,1009701,0.42861159217900535
NOOP,1038292,0.19133412130262914
NOOP,1014282,0.30482789224505974
NOOP,1014280,0.1674253093228777
NOOP,1014285,0.1013142699527786
NOOP,1002291,0.0
NOOP,1002290,0.10197508331502134
NOOP,1002295,0.16420804319898008
NOOP,1002294,0.0
NOOP,1022718,0.1801236959476611
NOOP,1002293,0.16120730682769643
NOOP,1022728,0.2342821389230128
NOOP,1002299,0.0
NOOP,1002298,0.14831641565242476
NOOP,1002297,0.184091469976903
NOOP,1002280,0.0
NOOP,1002285,0.022346999348321954
NOOP,1002284,0.0
NOOP,1002283,0.006063578376169676
NOOP,1002282,0.0
NOOP,1022739,0.27873316746509785
NOOP,1002288,0.10812613335872329
NOOP,1002287,0.16328610763410623
NOOP,1002286,0.012762528902752915
NOOP,1046703,0.13555955540782258
NOOP,1002270,0.04634994922267021
NOOP,1002274,0.0
NOOP,1002278,0.12901511967677023
NOOP,1002276,4.417182987144888E-6
NOOP,1002275,0.0
NOOP,1002279,0.0
NOOP,1003591,0.10975499913022263
NOOP,1003592,0.16088079692218535
NOOP,1003594,0.2149837388252389
NOOP,1002263,0.0
NOOP,1002262,0.0789335345509992
NOOP,1002261,0.15118266402519567
NOOP,1002260,0.09506373437272614
NOOP,1014246,0.24238554090670253
NOOP,1014249,0.21176140986314224
NOOP,1015578,0.19078747814627572
NOOP,1022753,0.18263847176112843
NOOP,1014240,0.19230601977452336
NOOP,1003599,0.09184313961589143
NOOP,1002267,0.012640789280237985
NOOP,1002266,0.21369950222396028
NOOP,1002264,0.16783434136529127
NOOP,1003596,0.16023273412034816
NOOP,1002269,0.0
NOOP,1003597,0.1756721657605788
NOOP,1046725,0.20792598757904324
NOOP,1002268,0.0506074111651935
NOOP,1003598,0.13282088145288812
NOOP,1003580,0.2161296788479576
NOOP,1003581,0.1278452548239564
NOOP,1003582,0.12177607949217753
NOOP,1002252,0.17980124078608115
NOOP,1002251,0.07497287749405027
NOOP,1014238,0.16467371978353068
NOOP,1016899,0.23631072432191946
NOOP,1002256,0.0
NOOP,1002255,0.18989606328016703
NOOP,1002254,0.01225259701125743
NOOP,1046713,0.22242696679338214
NOOP,1002259,0.04990899084290969
NOOP,1020103,0.2862976133576362
NOOP,1003586,0.14209896136801717
NOOP,1002258,0.0
NOOP,1020104,0.192234757904793
NOOP,1003587,0.2575131825872811
NOOP,1002257,0.03297392566328999
NOOP,1010786,0.13919181785361104
NOOP,1009797,0.1378051013110192
NOOP,1007133,0.16925105976035296
NOOP,1008464,0.1736016180292524
NOOP,1040517,0.19712877635555975
NOOP,1040516,0.2203581342142722
NOOP,1007130,0.3170656219314433
NOOP,1008463,0.17627658003309313
NOOP,1009794,0.1396217456750733
NOOP,1008460,0.11091074219690755
NOOP,1009791,0.2863432138511644
NOOP,1009792,0.16830952022319356
NOOP,1007131,0.20953154932550133
NOOP,1009790,0.4324891883669013
NOOP,1010780,0.1727379554559773
NOOP,1010781,0.10864752060784277
NOOP,1010782,0.1729331357453099
NOOP,1007138,0.15076391920674445
NOOP,1007139,0.10018702415376901
NOOP,1008469,0.10163304598891283
NOOP,1009786,0.3911766058744379
NOOP,1010775,0.1443256117857584
NOOP,1041839,0.4949411420667685
NOOP,1040508,0.13388392386732903
NOOP,1007122,0.1768143424154414
NOOP,1009784,0.1908856908330445
NOOP,1007125,0.3162046290737916
NOOP,1008454,0.17976722826983255
NOOP,1008451,0.4741561916966237
NOOP,1008452,0.09929980986804753
NOOP,1010770,0.19491748730002456
NOOP,1010773,0.15457091614178797
NOOP,1010774,0.21528533985656204
NOOP,1038200,0.2369065392661137
NOOP,1026223,0.3417859911613243
NOOP,1028887,0.5802624048369306
NOOP,1008459,0.13860376602475763
NOOP,1007126,0.16259815018867055
NOOP,1008457,0.07141841754582352
NOOP,1009788,0.19190258957743359
NOOP,1007129,0.18930608794264234
NOOP,1009789,0.2612287561519607
NOOP,1007128,0.1493931902079211
NOOP,1010764,0.22525962023675355
NOOP,1008444,0.20579097234580385
NOOP,1010765,0.1230757536943463
NOOP,1007111,0.13689201539066193
NOOP,1009773,0.07720091575414458
NOOP,1007114,0.13653611683337777
NOOP,1010767,0.167203244589569
NOOP,1009774,0.15741250027974482
NOOP,1008443,0.22722171538712196
NOOP,1007113,0.31884292341076353
NOOP,1009771,5.409600121357749E-4
NOOP,1008440,0.14496927440003068
NOOP,1027563,0.40155903448306307
NOOP,1009770,0.1257805709314325
NOOP,1010760,0.20312127077735195
NOOP,1010761,0.16770661616513224
NOOP,1038218,0.1768367274417757
NOOP,1038210,0.13968765155600846
NOOP,1007119,0.18150930459857303
NOOP,1028896,0.29687179906158123
NOOP,1041879,0.12877251560540734
NOOP,1008448,0.2864255071701723
NOOP,1008449,0.40241734882280134
NOOP,1008447,0.10427180721915323
NOOP,1008433,0.1444731295044416
NOOP,1009764,0.12654225507681416
NOOP,1007100,0.014959548014509393
NOOP,1009762,0.12043717274961059
NOOP,1007103,0.024572485325638563
NOOP,1009763,0.27024938786328867
NOOP,1010757,0.1448748751633374
NOOP,1010759,0.1426122617374016
NOOP,1038225,0.4008081414730012
NOOP,1010750,0.18669931740044646
NOOP,1010752,0.18085970411015473
NOOP,1041860,0.3353786657163409
NOOP,1041864,0.15773382793154153
NOOP,1008439,0.16195952004944209
NOOP,1009768,0.0561981885947955
NOOP,1007105,0.11904833496362292
NOOP,1041867,0.22796328440473837
NOOP,1009766,0.24630675926848178
NOOP,1008436,0.14245947468529196
NOOP,1009751,0.1064800348084458
NOOP,1008420,0.16049513928543507
NOOP,1010746,0.1394268315721102
NOOP,1026254,0.29403157008017067
NOOP,1010749,0.33767387494553197
NOOP,1010740,0.24631270405920683
NOOP,1010741,0.43363512125232134
NOOP,1039560,0.18620168166819573
NOOP,1041892,0.20853217519379527
NOOP,1010739,0.20765926246132171
NOOP,1008426,0.2082296018160137
NOOP,1009758,0.15832739393131695
NOOP,1008427,0.20536283824124393
NOOP,1041899,0.22453970592975211
NOOP,1008424,0.1821379063682335
NOOP,1009755,0.12557129817276974
NOOP,1008425,0.14636209532005812
NOOP,1009756,0.152189735927868
NOOP,1009742,0.14049796948722898
NOOP,1009743,0.1346028582642732
NOOP,1010732,0.18834689016994768
NOOP,1010735,0.062098510048630956
NOOP,1027595,0.2865607634033493
NOOP,1010736,0.17283289242571664
NOOP,1010737,0.12226491696869504
NOOP,1038247,0.18062310124802647
NOOP,1010730,0.16888071010691683
NOOP,1038240,0.1336562028750156
NOOP,1041880,0.21390337479864574
NOOP,1008419,0.18553049256075305
NOOP,1010729,0.26250183931188403
NOOP,1008417,0.11442407584469776
NOOP,1008416,0.1007671162565293
NOOP,1008414,0.12745362332882149
NOOP,1009745,0.08381326510854788
NOOP,1010720,0.14005270244165188
NOOP,1009732,0.22529301745293523
NOOP,1010722,0.10368337688041437
NOOP,1010725,0.13677952253039113
NOOP,1008408,0.14479289600305137
NOOP,1009739,0.1339523397637052
NOOP,1010718,0.15210971596210932
NOOP,1010719,0.15921011123516576
NOOP,1009737,0.09609428667089447
NOOP,1009735,0.09705346126450272
NOOP,1008404,0.09009938813969573
NOOP,1008405,0.09025343129399403
NOOP,1009736,0.0
NOOP,1009733,0.18766717462400453
NOOP,1008402,0.17495384941950137
NOOP,1009720,0.24338070333860753
NOOP,1009728,0.09520543905570165
NOOP,1010706,0.29544584327302637
NOOP,1010709,0.19346917808706765
NOOP,1009727,0.29972481418587776
NOOP,1009725,0.05500035155484086
NOOP,1009722,0.1620485358261332
NOOP,1032057,0.1617226593676358
NOOP,1007099,0.05836314892041222
NOOP,1007098,0.1675449792237687
NOOP,1007092,0.005141715618521445
NOOP,1007095,0.110780353758372
NOOP,1045371,0.21633724499841303
NOOP,1007094,0.194202847345067
NOOP,1007091,0.26213081803493926
NOOP,1045377,0.199328159777999
NOOP,1004829,0.14984943383737337
NOOP,1004824,0.10283969321666518
NOOP,1004825,0.06388310761689232
NOOP,1004827,0.013207522977713531
NOOP,1004820,0.14258140270602812
NOOP,1019072,0.17371012938083663
NOOP,1004821,0.43646861353209954
NOOP,1004822,0.08259581091971073
NOOP,1004823,0.022621125534543332
NOOP,1033397,0.15448342916806784
NOOP,1007085,0.18308464029993157
NOOP,1007087,0.15386028783781053
NOOP,1007082,0.1400080313075436
NOOP,1007081,0.16422026304170553
NOOP,1046692,0.19669100989204547
NOOP,1007084,0.1574764038171712
NOOP,1007083,0.13976419002820753
NOOP,1004817,0.0
NOOP,1045366,0.18419981026136653
NOOP,1004818,0.14133766170767356
NOOP,1004819,0.28116727308426237
NOOP,1004814,0.13250479615752547
NOOP,1004810,0.06235517990473536
NOOP,1004812,0.10085367733733512
NOOP,1007075,0.1706512797650526
NOOP,1045391,0.17112054976141805
NOOP,1007070,0.4802961021239535
NOOP,1045394,0.2449710527772117
NOOP,1007072,0.14901406967855793
NOOP,1004806,0.17621456207526326
NOOP,1004807,0.060070552004889734
NOOP,1028816,0.5964398411628187
NOOP,1004802,0.16375673325268245
NOOP,1004803,0.2081280862997504
NOOP,1020095,0.4721608375630602
NOOP,1004804,0.22936510780771754
NOOP,1019056,0.3735892914631285
NOOP,1019050,0.3007095529333501
NOOP,1028810,0.2291419385501146
NOOP,1004800,0.1945383954721267
NOOP,1004801,0.1648368309490469
NOOP,1028813,0.29745079771977445
NOOP,1028812,0.17405149542534562
NOOP,1007068,0.15995045361473656
NOOP,1007067,0.19771940683267775
NOOP,1008398,0.08166395409597063
NOOP,1007064,0.1530777364057562
NOOP,1008396,0.13391028244630526
NOOP,1008395,0.10855865909793506
NOOP,1008392,0.08295021323383227
NOOP,1008390,0.2706659922176481
NOOP,1007062,0.12144618717071515
NOOP,1008391,0.1665334137047429
NOOP,1032080,0.2698179508920823
NOOP,1007059,0.0647878989138892
NOOP,1007058,0.19090974914843117
NOOP,1007052,0.16546268273267406
NOOP,1008383,0.1563708811938797
NOOP,1007055,0.04810022973711128
NOOP,1041807,0.1758737077397835
NOOP,1007054,0.15897099791445593
NOOP,1019039,0.6388844308151522
NOOP,1044081,0.1552093021988881
NOOP,1027509,0.2925112075933378
NOOP,1032090,0.47331756519741525
NOOP,1008378,0.18135145684906612
NOOP,1010699,0.09631496279425834
NOOP,1008379,0.07810870457143647
NOOP,1007045,0.13198861793368505
NOOP,1008376,0.127784567336114
NOOP,1007048,0.08693356207710891
NOOP,1008377,0.08091408852543489
NOOP,1008374,0.10564040979025986
NOOP,1007042,0.24149361392950044
NOOP,1007041,0.2206548593238229
NOOP,1008372,0.15651506121341902
NOOP,1008373,0.15966812816803239
NOOP,1010693,0.18245082294622347
NOOP,1010694,0.1715099394962131
NOOP,1010695,0.09618163404871263
NOOP,1010696,0.11163852756174811
NOOP,1010697,0.14504711146133054
NOOP,1007049,0.14239912200233495
NOOP,1008368,0.1380687431472771
NOOP,1007036,0.5197013044147694
NOOP,1008363,0.41189081767148067
NOOP,1007030,0.16385277017153438
NOOP,1008361,0.3362568091101184
NOOP,1008362,0.20482208695546245
NOOP,1007032,0.2773242851572998
NOOP,1009690,0.12077320979467288
NOOP,1008360,0.10449667463475774
NOOP,1010681,0.1618450308746978
NOOP,1010682,0.21600721074802864
NOOP,1010683,0.4327310858263427
NOOP,1010684,0.17351765454528476
NOOP,1010685,0.12830844672664277
NOOP,1028851,0.24390615299452417
NOOP,1027520,0.24846130592903035
NOOP,1041835,0.17491082626262788
NOOP,1041833,0.21740437893009107
NOOP,1008369,0.11416719391791184
NOOP,1009687,0.17727979760395032
NOOP,1008356,0.10908955229397449
NOOP,1009688,0.16687926965583502
NOOP,1010677,0.039522932978124065
NOOP,1039518,0.17497052031594804
NOOP,1008354,0.14324309246599998
NOOP,1009685,0.11689574206975475
NOOP,1007026,0.11274555451788147
NOOP,1009686,0.3203879469233467
NOOP,1008355,0.1272415082018466
NOOP,1010679,0.1670947882000447
NOOP,1007025,0.046440849715996504
NOOP,1008352,0.1656546852796222
NOOP,1009684,0.12195534354481469
NOOP,1009681,0.11632866130229438
NOOP,1007022,0.11280662625173776
NOOP,1009682,0.12608914324128234
NOOP,1008351,0.46349804191302546
NOOP,1007021,0.04132690133534934
NOOP,1009680,0.445730557874009
NOOP,1039513,0.135942273106705
NOOP,1010672,0.1270325629743869
NOOP,1019006,0.34543884244702344
NOOP,1039514,0.16730680159649447
NOOP,1010674,0.1798082117959198
NOOP,1019003,0.176725957219726
NOOP,1007028,0.20455525375339592
NOOP,1009689,0.14457451773155303
NOOP,1027536,0.20190403717662214
NOOP,1034632,0.24651902438186876
NOOP,1003571,0.08169928249258243
NOOP,1002241,0.18719038052399486
NOOP,1002240,0.0184947420632907
NOOP,1014224,0.1259948294949191
NOOP,1033307,0.4506020183595406
NOOP,1014227,0.15571863407283454
NOOP,1033305,0.11745265548053992
NOOP,1002245,0.11460135728006907
NOOP,1002244,0.0
NOOP,1002243,0.13684001790193306
NOOP,1021327,0.5243413862503776
NOOP,1003573,0.145576711066065
NOOP,1002249,0.1758620919810354
NOOP,1002248,0.3222496747006993
NOOP,1047955,0.1508259352724067
NOOP,1003575,0.06776276100269461
NOOP,1003576,0.0861661064894042
NOOP,1034644,0.46315403416437567
NOOP,1004890,0.034956761956718124
NOOP,1004892,0.11303276749327981
NOOP,1003561,0.0
NOOP,1002230,0.014588893842799993
NOOP,1034648,0.24262393092603446
NOOP,1023998,0.17738647997084322
NOOP,1020003,0.11689354254469123
NOOP,1022662,0.5878267142756802
NOOP,1002239,3.7915220890837473E-5
NOOP,1016871,0.2296124992431788
NOOP,1004897,0.038275461249333516
NOOP,1002234,1.1895920354530408E-4
NOOP,1002233,0.0
NOOP,1003567,0.46262348844597123
NOOP,1004899,0.08793420868189682
NOOP,1003568,0.21450443218461726
NOOP,1002231,0.0
NOOP,1003569,0.08719859675081151
NOOP,1047946,0.1879505937104132
NOOP,1003562,0.24677284250885953
NOOP,1002238,2.849821569067612E-4
NOOP,1004894,0.21825212158689108
NOOP,1003563,0.14473576286962
NOOP,1004895,0.15843877630553585
NOOP,1003564,0.16550542407338736
NOOP,1004896,0.19990748933034405
NOOP,1003550,0.13145751520013516
NOOP,1033320,0.11818745778431654
NOOP,1035980,0.1705208717955024
NOOP,1014201,0.15054963626681506
NOOP,1014202,0.20990907293363797
NOOP,1034659,0.15210814390181862
NOOP,1020013,0.26204488037786816
NOOP,1022674,0.17212188826690875
NOOP,1002229,0.03690020955273281
NOOP,1002228,0.0
NOOP,1003559,0.4324490244997157
NOOP,1046641,0.23287301563074456
NOOP,1002223,0.055585002460680356
NOOP,1002222,0.0
NOOP,1003556,0.23190692593127113
NOOP,1002221,0.1840171676235251
NOOP,1003557,0.07830764959756734
NOOP,1003558,0.009359437860301485
NOOP,1004882,0.4270805558147511
NOOP,1003551,0.21636881246861742
NOOP,1002227,0.16425821758481465
NOOP,1004883,0.052927617706869094
NOOP,1002226,0.0
NOOP,1045318,0.12610889337135342
NOOP,1002225,0.07795954980251685
NOOP,1003553,0.06694370681381748
NOOP,1045317,0.19610316158361676
NOOP,1002224,0.2171776101623091
NOOP,1003554,0.18843860708420337
NOOP,1035997,0.015452437299108867
NOOP,1032006,0.0391358186676555
